coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Sat Mar 14 21:53:38 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576863785962471424,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/chris63414391/status/576863785962471424,Sun Sep 09 01:45:54 +0000 2012,chris63414391,False,God Bless America,38941,5743,6321,148,,chris,chris63414391,285467,,,False
,Sat Mar 14 21:54:31 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576864006180229120,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/suzannemc1967/status/576864006180229120,Tue Aug 19 21:24:09 +0000 2014,suzannemc1967,False,"I will never forget #Benghazi4 , anti-liberal, anti-feminist, anti-Hillary, pro-life & pro-God, Paralegal",16478,1691,2001,15,South Dakota,Lynetta McEachern,suzannemc1967,12205,,,False
,Sat Mar 14 21:54:46 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576864070944628736,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/leesteel5/status/576864070944628736,Mon Feb 04 08:48:49 +0000 2013,leesteel5,True,I am christian'conservative'patriot'pro life'love god. married 42years we adoption girl 1982 she has brain damaged from meningitis infect.I live in dayton tenn.,860,1377,2002,25,,lee   steel,leesteel5,21273,,,False
,Sat Mar 14 21:55:31 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576864258694086656,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/KenKonrad/status/576864258694086656,Thu Oct 04 19:15:10 +0000 2012,KenKonrad,False,"Photographer, Army vet, retired law enforcement officer, NYS Conservative Party, Christian  & widower",1646,555,727,15,New York,Ken From NY,KenKonrad,2577,,,False
,Sat Mar 14 21:55:41 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576864300469354496,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/rlong812/status/576864300469354496,Sat May 03 15:27:31 +0000 2014,rlong812,False,"Georgia born & raised, Love all things BullDawg!  Braves, Falcons. John 14:6 is truth! Place your faith in Jesus Christ. #ccot",9152,982,974,27,New Mexico/Georgia,Ron Long Sr,rlong812,15651,,,False
,Sat Mar 14 21:55:54 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576864353196060673,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/ejones6606/status/576864353196060673,Wed Nov 16 13:11:07 +0000 2011,ejones6606,False,"Fox News Supporter. Retired LEO, Cyber Security graduate.Currently majoring in psychology Conservative and believes family comes first above anything else.",676,158,304,1,Virginia Beach,Eric,ejones6606,2931,Eastern Time (US & Canada),,False
,Sat Mar 14 22:00:02 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576865394788589568,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/mattjones37sc/status/576865394788589568,Sat Mar 07 21:40:04 +0000 2015,mattjones37sc,False,Patriotic guy living in the greatest country in the world. I love the USA,447,286,303,2,"Rock Hill, SC",Matthew Jones,mattjones37sc,1360,,,False
,Sat Mar 14 22:02:39 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576866051956322304,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/PlanetEarth565/status/576866051956322304,Mon Apr 12 14:01:22 +0000 2010,PlanetEarth565,False,,3309,1149,634,75,,pedro,PlanetEarth565,48260,Ljubljana,,False
,Sat Mar 14 22:03:07 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576866172374634496,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/ufeellucky/status/576866172374634496,Mon Oct 05 06:17:05 +0000 2009,ufeellucky,False,Proud father & husband. Retired Police Officer. I bleed black & orange. Blue Angels enthusiast. Aviation & Military History fan. Go NAVY! #PoliceLivesMatter,9100,401,815,12,,Winston Gin,ufeellucky,15370,Pacific Time (US & Canada),,False
,Sat Mar 14 22:03:37 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576866298581229568,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/YahnelE/status/576866298581229568,Fri Jul 27 01:33:26 +0000 2012,YahnelE,False,"Retired US Marine, conservative God fearing Patriot of the Constitution.",678,1908,1943,40,,Eric,YahnelE,5161,,,False
,Sat Mar 14 22:07:02 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576867154965856258,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/Dman1427/status/576867154965856258,Sun Aug 08 04:14:51 +0000 2010,Dman1427,False,"No bastard ever won a war by dying for his country. He won it by making the other poor dumb bastard die for his country.

George S. Patton",1552,1080,1664,4,NUNYA,DMAN,Dman1427,4391,,,False
,Sat Mar 14 22:12:02 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576868414251134976,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/KmYass/status/576868414251134976,Tue Jul 10 19:20:41 +0000 2012,KmYass,False,"Opinionated Male:  Pro-Israel,  Hate Liberalism,  Liars, Big Gov & Dumbasses, I will not follow back, if ideals not similar (English only) (Rated R lang).  )*(",192,1036,960,16, United States of America,Rightwing Badboy,KmYass,9917,Pacific Time (US & Canada),,False
,Sat Mar 14 22:12:32 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576868540940230656,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/kranepool/status/576868540940230656,Thu Jan 29 20:32:32 +0000 2009,kranepool,False,Mets Blogger/Sports Podcaster & all around curmudgeon,928,2286,1871,201,NYC,Stephen Keane,kranepool,43700,Eastern Time (US & Canada),,False
,Sat Mar 14 22:17:39 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576869827941261312,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/NuAgePatriot/status/576869827941261312,Sun Dec 25 14:17:54 +0000 2011,NuAgePatriot,False,"#Liberty Counsel Right Wing Extremist, #TeaParty #Patriots, Smith & Wesson Club 1852. #Conservative #PATRIOTS4AMERICA #WAAR #PJNET #ORPUW #ΜΟΛΩΝ ΛΑΒΕ #LNYHBT",5811,4342,3543,181,"Cane Ridge, TN",Retired USAF Chief ,NuAgePatriot,82186,Central Time (US & Canada),,False
,Sat Mar 14 22:23:08 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576871206768377857,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/rafat777/status/576871206768377857,Sat Jul 18 22:45:16 +0000 2009,rafat777,False,,3822,274,225,24,NW,Rafael,rafat777,15512,,,False
,Sat Mar 14 22:23:58 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576871418916294656,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://www.handmark.com"" rel=""nofollow"">TweetCaster for iOS</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/fsolomon75/status/576871418916294656,Fri Mar 13 00:08:48 +0000 2009,fsolomon75,False,"Lover of all things Mets, NY Giants, Devils, Stallone, and old school WWF.",372,179,198,11,CA,The Jewish Content,fsolomon75,15441,Pacific Time (US & Canada),,False
,Sat Mar 14 22:26:03 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576871942726139905,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/PinxJinx/status/576871942726139905,Sun Mar 08 23:22:03 +0000 2009,PinxJinx,False,"I believe in PINK.I believe in laughing& kissing a lot. I believe in being strong&that happy girls are  prettiest,tomorrow is another day& I believe in miracles",13819,821,1998,5,#SAO,PinxJinx,PinxJinx,11236,Central Time (US & Canada),,False
,Sat Mar 14 22:26:23 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576872024670257152,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/eslv72/status/576872024670257152,Fri Feb 27 19:40:08 +0000 2015,eslv72,False,,4166,145,73,0,,Gabriel Vigil,eslv72,4991,,,False
,Sat Mar 14 22:27:41 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576872352203587584,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/ArthurPesner/status/576872352203587584,Mon Jun 27 17:38:39 +0000 2011,ArthurPesner,False,"CFO of P.R. Herzig & Co.
Graduate of Cornell and Michigan  Parent of current Cornell and Michigan students",45,46,196,1,"Jericho, NY",Arthur Pesner,ArthurPesner,2501,,,False
,Sat Mar 14 22:34:38 +0000 2015,Ferguson PoliceLivesMatter lawenforcement cops police DOJfail Obamafail,http://twitter.com/JoeBrownToons/status/576850701294432257/photo/1,,0,576874103229009920,,,,en,,False,0,576850701294432257,JoeBrownToons,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @JoeBrownToons: Where is the outrage now, Ferguson? #Ferguson #PoliceLivesMatter #lawenforcement #cops #police #DOJfail #Obamafail http:…",https://twitter.com/vailbrown/status/576874103229009920,Sun Jan 18 22:12:41 +0000 2009,vailbrown,False,"Turnaround/Operations Executive, proud father of 6, Christian, and amateur news junkie.  Maintain numerous twitter news lists.. You are welcome to subscribe.",27,135,1897,8,"Washington, DC",vailbrown,vailbrown,299,Eastern Time (US & Canada),,False
,Sat Mar 14 22:37:12 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576874749952946176,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/15e64de2b89c406/status/576874749952946176,Wed Jan 21 17:32:58 +0000 2015,15e64de2b89c406,False,,1197,127,206,3,,Stella Foy,15e64de2b89c406,720,,,False
,Sat Mar 14 22:38:34 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/LeeannWright4/status/576863131277795328/photo/1,,0,576875092501639168,,,,es,,False,0,576863131277795328,LeeannWright4,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @LeeannWright4: #PoliceLivesMatter #Ferguson #Unite#America! http://t.co/eZ67Hq0ksG,https://twitter.com/kallaue/status/576875092501639168,Fri Jul 01 16:15:24 +0000 2011,kallaue,False,"[USN , VA 85, 1966 - 1970 ] .. A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. (George Bernard Shaw)",2703,285,132,13,Connecticut,Rumplestiltskin,kallaue,2762,,,False
,Sun Mar 15 00:32:37 +0000 2015,PoliceLivesMatter Ferguson tcot RedNationRising,http://twitter.com/NCconserv/status/576903794899976192/photo/1,,0,576903794899976192,,,,en,,False,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oh the trash, we have in control of America! @PJStrikeForce #PoliceLivesMatter #Ferguson #tcot #RedNationRising http://t.co/Fd0RDNXsX0",https://twitter.com/NCconserv/status/576903794899976192,Fri Dec 20 17:40:54 +0000 2013,NCconserv,False,"Not PC, Constitutionalist, Anti Progressive, Socialist & Communist, John3:16, #PJNET #TCOT #CCOT #ISRAEL #ProLife, RT not endorsement, You UnFollow, I UnFollow!",74,7749,7608,94,FEMA Region IV,NC Conservative,NCconserv,15854,Eastern Time (US & Canada),,False
,Sun Mar 15 00:45:39 +0000 2015,PoliceLivesMatter Ferguson tcot RedNationRising,http://twitter.com/NCconserv/status/576903794899976192/photo/1,,0,576907073968943104,,,,en,,False,0,576903794899976192,NCconserv,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NCconserv: Oh the trash, we have in control of America! @PJStrikeForce #PoliceLivesMatter #Ferguson #tcot #RedNationRising http://t.co/…",https://twitter.com/LuanaMacLac/status/576907073968943104,Thu May 26 22:53:31 +0000 2011,LuanaMacLac,False,"Ex Canadian, anti obama /LDS (MORMON) Christian/wife/mom/grandma/ BYU Fan/animal lover/political junkie/volunteer 2002 Olympics & sad we don't have Romney",102,5692,6177,137,"Salt Lake City, UT",Luana H.,LuanaMacLac,115823,Central Time (US & Canada),,False
,Sun Mar 15 00:51:45 +0000 2015,PoliceLivesMatter Ferguson tcot RedNationRising,http://twitter.com/NCconserv/status/576903794899976192/photo/1,,0,576908610359291906,,,,en,,False,0,576903794899976192,NCconserv,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","RT @NCconserv: Oh the trash, we have in control of America! @PJStrikeForce #PoliceLivesMatter #Ferguson #tcot #RedNationRising http://t.co/…",https://twitter.com/LindaEyler/status/576908610359291906,Fri Jan 16 13:54:28 +0000 2015,LindaEyler,False,"Christian, Wife, Mother, Grandmother,  Retired, # Conservative # Pro Life  # 2A #Pjnet",974,518,554,9,Texas,Linda Eyler,LindaEyler,285,,,False
,Sun Mar 15 00:58:46 +0000 2015,PoliceLivesMatter Ferguson tcot RedNationRising,http://twitter.com/NCconserv/status/576903794899976192/photo/1,,0,576910376547139586,,,,en,,False,0,576903794899976192,NCconserv,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @NCconserv: Oh the trash, we have in control of America! @PJStrikeForce #PoliceLivesMatter #Ferguson #tcot #RedNationRising http://t.co/…",https://twitter.com/francine069/status/576910376547139586,Tue Mar 10 02:10:01 +0000 2009,francine069,False,"Mom, Grandma, Conservative, PRO TROOPS, #2A, Pro Constitution. #EndTheFed. Impeach O..Will follow all Vets. Blue Star Mom.. Back up acct @frankie0914 pls follow",8690,1852,1982,31,America,Frankie,francine069,12501,Arizona,,False
,Sun Mar 15 00:59:31 +0000 2015,Police BlessedAreThePeacemakers BlueLivesMatter PoliceLivesMatter Ferguson ThinBlueLine RT,,http://tspr.ng/TFltqtsc,0,576910562812149760,,,,en,,False,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",#Police tee #BlessedAreThePeacemakers...LIMITED!! #BlueLivesMatter #PoliceLivesMatter #Ferguson #ThinBlueLine #RT http://t.co/xfkU3k7IW2,https://twitter.com/PalomaTheBoston/status/576910562812149760,Wed Mar 02 01:49:56 +0000 2011,PalomaTheBoston,False,Dopest dog on Twitter. #BTCrew #HiSarah,4341,3050,3356,46,Cincinnati,Paloma J Undertooth™,PalomaTheBoston,32726,Eastern Time (US & Canada),,False
,Sun Mar 15 00:59:31 +0000 2015,PoliceLivesMatter Ferguson tcot RedNationRising,http://twitter.com/NCconserv/status/576903794899976192/photo/1,,0,576910564913324032,,,,en,,False,0,576903794899976192,NCconserv,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","RT @NCconserv: Oh the trash, we have in control of America! @PJStrikeForce #PoliceLivesMatter #Ferguson #tcot #RedNationRising http://t.co/…",https://twitter.com/toby_dorena/status/576910564913324032,Fri May 31 07:46:28 +0000 2013,toby_dorena,False,"60yo GM Catholic disabledRN God Family Country ProLife Constitution Conservative ProIsrael Patriot Richardson,Tx follwed by @seanhannity @JamesRosenFNC",38495,6223,6558,164,Richardson Tx,Toby Blessings,toby_dorena,122757,,,False
,Sun Mar 15 01:03:03 +0000 2015,PoliceLivesMatter Ferguson tcot RedNationRising,http://twitter.com/NCconserv/status/576903794899976192/photo/1,,0,576911451132203008,,,,en,,False,0,576903794899976192,NCconserv,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @NCconserv: Oh the trash, we have in control of America! @PJStrikeForce #PoliceLivesMatter #Ferguson #tcot #RedNationRising http://t.co/…",https://twitter.com/grlanders61/status/576911451132203008,Sat Sep 28 21:42:16 +0000 2013,grlanders61,False,"teacher of first graders , parent of three,  grandparent of six,  runner, pet owner, painter: conservative ready for change: really ready.....",526,2261,2467,38,,Grace Landers,grlanders61,19132,,,False
,Sun Mar 15 01:37:42 +0000 2015,Ferguson PoliceLivesMatter,http://twitter.com/LeeannWright4/status/576920172767784960/photo/1,,0,576920172767784960,SheriffClarke,,118845216,en,,False,0,,,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","@SheriffClarke  You need to know. Perhaps you can warn your fellow officers #Ferguson...God Speed
#PoliceLivesMatter http://t.co/XXeaCkf2zQ",https://twitter.com/LeeannWright4/status/576920172767784960,Fri Nov 08 17:32:29 +0000 2013,LeeannWright4,False,USA#USN⚓ (Dad)ArmyRanger(Brother)Rancher#Singer-Blues&SthrnRock⛪God⛪Country⛪Family⛪USA⚓No DMs,129701,15967,16025,241,,⛪Heart&Soul⛪,LeeannWright4,168039,,,False
,Sun Mar 15 01:38:23 +0000 2015,Ferguson PoliceLivesMatter,http://twitter.com/LeeannWright4/status/576920172767784960/photo/1,,0,576920343207620608,,,,en,,False,0,576920172767784960,LeeannWright4,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @LeeannWright4: @SheriffClarke  You need to know. Perhaps you can warn your fellow officers #Ferguson...God Speed
#PoliceLivesMatter htt…",https://twitter.com/PVarkal/status/576920343207620608,Fri Dec 14 17:24:39 +0000 2012,PVarkal,False,,5,776,1256,8,,peter v,PVarkal,5900,,,False
,Sun Mar 15 01:40:26 +0000 2015,Holder PoliceLivesMatter JusticeonFox Ferguson,,,0,576920862164647936,JudgeJeanine,,29458079,en,,True,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@JudgeJeanine @SheriffClarke You got that right! "" #Holder trying to makeup for 1st blown call"" #PoliceLivesMatter #JusticeonFox #Ferguson",https://twitter.com/InsaneTerrain/status/576920862164647936,Wed Jul 27 15:25:19 +0000 2011,InsaneTerrain,False,"Hiker Skier & Mtn Biker digs rippin up insane terrain. Im a right leanin NonPartisan. I dont email feedback, I tweet it, hence no need 4 follows but thx if u do",399,16,0,2,Northeast USA,JScotty,InsaneTerrain,963,Eastern Time (US & Canada),,False
,Sun Mar 15 01:40:35 +0000 2015,Ferguson PoliceLivesMatter,http://twitter.com/LeeannWright4/status/576920172767784960/photo/1,,0,576920899514802176,,,,en,,False,0,576920172767784960,LeeannWright4,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @LeeannWright4: @SheriffClarke  You need to know. Perhaps you can warn your fellow officers #Ferguson...God Speed
#PoliceLivesMatter htt…",https://twitter.com/ana_mchara/status/576920899514802176,Fri Jan 18 07:58:40 +0000 2013,ana_mchara,False,Tyranny is at the door. Will you accept it on bended knee or stand up and kick its ass? I shall stand and fight! #tcot #ccot #2A I Support Police & Military,3065,1857,1786,28,,Cowgirl Up! ,ana_mchara,1380,Central Time (US & Canada),,False
,Sun Mar 15 01:44:21 +0000 2015,Ferguson PoliceLivesMatter,http://twitter.com/LeeannWright4/status/576920172767784960/photo/1,,0,576921844848193536,,,,en,,False,0,576920172767784960,LeeannWright4,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @LeeannWright4: @SheriffClarke  You need to know. Perhaps you can warn your fellow officers #Ferguson...God Speed
#PoliceLivesMatter htt…",https://twitter.com/ampatriot1/status/576921844848193536,Mon Feb 02 21:39:12 +0000 2015,ampatriot1,False,American by birth fiscally Conservative Libertarian by the grace of God #wakeupamerica,65,259,482,1,,Paul Ryan,ampatriot1,466,,,False
,Sun Mar 15 01:44:51 +0000 2015,Ferguson PoliceLivesMatter,http://twitter.com/LeeannWright4/status/576920172767784960/photo/1,,0,576921971356663808,,,,en,,False,0,576920172767784960,LeeannWright4,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @LeeannWright4: @SheriffClarke  You need to know. Perhaps you can warn your fellow officers #Ferguson...God Speed
#PoliceLivesMatter htt…",https://twitter.com/IndicTheCorrupt/status/576921971356663808,Sun Aug 24 20:08:53 +0000 2014,IndicTheCorrupt,False,,13,4,1,0,@kinmapper for awe full truth,Fight the Corrupt,IndicTheCorrupt,561,,,False
,Sun Mar 15 01:47:12 +0000 2015,Ferguson PoliceLivesMatter,http://twitter.com/IndicTheCorrupt/status/576922564468994049/photo/1,,0,576922564468994049,KinMapper,576907431583707136,223169828,en,,False,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@KinMapper @1of1_Worldwide @cykelly1718 @DanteB4u #Ferguson...God Speed #PoliceLivesMatter http://t.co/rKG4pMdl7Q,https://twitter.com/IndicTheCorrupt/status/576922564468994049,Sun Aug 24 20:08:53 +0000 2014,IndicTheCorrupt,False,,12,4,1,0,@kinmapper for awe full truth,Fight the Corrupt,IndicTheCorrupt,562,,,False
,Sun Mar 15 01:47:59 +0000 2015,Ferguson PoliceLivesMatter,http://twitter.com/LeeannWright4/status/576920172767784960/photo/1,,0,576922762096218112,,,,en,,False,0,576920172767784960,LeeannWright4,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @LeeannWright4: @SheriffClarke  You need to know. Perhaps you can warn your fellow officers #Ferguson...God Speed
#PoliceLivesMatter htt…",https://twitter.com/BoldColorsUSA/status/576922762096218112,Sat Feb 21 21:55:59 +0000 2015,BoldColorsUSA,False,"Officially, the Twitter account of Jameson Carpenter. A Doctor of Democracy, Conservative Christian.",109,97,108,0,The Big Sky State,Jameson Carpenter ن,BoldColorsUSA,315,,,False
,Sun Mar 15 01:52:54 +0000 2015,Holder FBI Ferguson Cops PoliceLivesMatter Cashinin,,http://www.washingtontimes.com/news/2015/mar/6/eric-holder-dismantling-ferguson-police-department/,0,576923997956276224,,,,en,,False,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I guess #Holder is not sending #FBI agents to #Ferguson now that #Cops are getting shot.
#PoliceLivesMatter #Cashinin
http://t.co/decZUYOE3W",https://twitter.com/TrumanClute/status/576923997956276224,Sat Oct 10 00:53:34 +0000 2009,TrumanClute,False,U.S. Army Veteran. From Fla. RN in Minnesota. Working toward better health for all. It's not about Pointing & Blaming. Let's do something with what we have NOW.,279,2791,3059,32,Minnesota,Truman,TrumanClute,4827,,,False
,Sun Mar 15 01:55:58 +0000 2015,Ferguson PoliceLivesMatter stoprush,http://twitter.com/Roy____Rogers/status/576754508895633408/photo/1,,0,576924768147935232,,,,en,,False,0,576754508895633408,Roy____Rogers,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @Roy____Rogers: @MrGoodFolks @themillieneal @trscoop Obama &amp; Holder built that #Ferguson #PoliceLivesMatter #stoprush http://t.co/icm5M6…,https://twitter.com/themillieneal/status/576924768147935232,Wed Mar 26 04:09:23 +0000 2014,themillieneal,False,"...yet, there he was, a Marxist, surrounded and admired by himself, John Kerry and a roomful of lesser Quislings in the Hall of Teleprompter...",19573,3103,3027,45,,millie neal,themillieneal,36816,,,False
